name,warehouse_amount,warehouse_cost,category,start_amount_20221,start_cost_20221,plus_amount_20221,plus_cost_20221,minus_amount_2021,minus_cost_20221,end_amount_20221,end_cost_20221,Code,Measure,start_amount_20222,start_cost_20222,plus_amount_20222,plus_cost_20222,minus_amount_20222,minus_cost_20222,end_amount_20222,end_cost_20222,start_amount_20223,start_cost_20223,plus_amount_20223,plus_cost_20223,minus_amount_2023,minus_cost_20223,end_amount_20223,end_cost_20223,start_amount_20224,start_cost_20224,plus_amount_20224,plus_cost_20224,minus_amount_2024,minus_cost_20224,end_amount_20224,end_cost_20224
Набор отверток диэлектрических 1000В с пробником,1,676.6,105.36,1.0,676.6,0.0,0.0,0.0,0.0,1.0,676.6,02-000000001331,компл,1.0,676.6,0.0,0.0,0.0,0.0,1.0,676.6,1.0,676.6,0.0,0.0,0.0,0.0,1.0,676.6,1.0,676.6,0.0,0.0,0.0,0.0,1.0,676.6
Набор силовых отверток с держателем,2,4137.0,105.36,2.0,4137.0,0.0,0.0,0.0,0.0,2.0,4137.0,02-000000001384,к-т,2.0,4137.0,0.0,0.0,0.0,0.0,2.0,4137.0,2.0,4137.0,0.0,0.0,0.0,0.0,2.0,4137.0,2.0,4137.0,0.0,0.0,0.0,0.0,2.0,4137.0
Напольный кулер Ekotronic H1LE,1,0.0,101.36,1.0,14000.0,0.0,0.0,0.0,0.0,1.0,14000.0,02-0000000017,ед,1.0,14000.0,0.0,0.0,0.0,0.0,1.0,14000.0,1.0,14000.0,0.0,0.0,0.0,0.0,1.0,14000.0,1.0,14000.0,0.0,0.0,0.0,0.0,1.0,14000.0
Насадка для шуруповерта Torsion PH2 25мм,16,304.64,105.36,16.0,304.64,0.0,0.0,0.0,0.0,16.0,304.64,02-000000001380,шт,16.0,304.64,0.0,0.0,0.0,0.0,16.0,304.64,16.0,304.64,0.0,0.0,0.0,0.0,16.0,304.64,16.0,304.64,0.0,0.0,0.0,0.0,16.0,304.64
Настенный кондиционер,1,0.0,101.34,1.0,42174.0,0.0,0.0,0.0,0.0,1.0,42174.0,02-0000000017,ед,1.0,42174.0,0.0,0.0,0.0,0.0,1.0,42174.0,1.0,42174.0,0.0,0.0,0.0,0.0,1.0,42174.0,1.0,42174.0,0.0,0.0,0.0,0.0,1.0,42174.0
Настенный кондиционер DAIKIN FAA71ARR71BV Nord40T пульт BRC1H519W7,1,267641.64,105.36,1.0,267641.64,0.0,0.0,0.0,0.0,1.0,267641.64,02-000000001417,шт,1.0,267641.64,0.0,0.0,0.0,0.0,1.0,267641.64,1.0,267641.64,0.0,0.0,0.0,0.0,1.0,267641.64,1.0,267641.64,0.0,0.0,0.0,0.0,1.0,267641.64
Настенный фанкойл Lessar,1,0.0,101.34,1.0,44200.0,0.0,0.0,0.0,0.0,1.0,44200.0,02-0000000017,ед,1.0,44200.0,0.0,0.0,0.0,0.0,1.0,44200.0,1.0,44200.0,0.0,0.0,0.0,0.0,1.0,44200.0,1.0,44200.0,0.0,0.0,0.0,0.0,1.0,44200.0
Нож кровельный Stenley 99 RETRACTABLE 210099 с трапециевидным лезвием,1,452.08,105.36,1.0,452.08,0.0,0.0,0.0,0.0,1.0,452.08,02-000000002353,шт,1.0,452.08,0.0,0.0,0.0,0.0,1.0,452.08,1.0,452.08,0.0,0.0,0.0,0.0,1.0,452.08,1.0,452.08,0.0,0.0,0.0,0.0,1.0,452.08
Огнетушитель  Bontel 2 кг,6,0.0,101.34,6.0,25800.0,0.0,0.0,0.0,0.0,6.0,25800.0,02-0000000017,ед,6.0,25800.0,0.0,0.0,0.0,0.0,6.0,25800.0,6.0,25800.0,0.0,0.0,0.0,0.0,6.0,25800.0,6.0,25800.0,0.0,0.0,0.0,0.0,6.0,25800.0
Огнетушитель порошковый ОП5 ЯРПОЖИНВЕСТ,15,7465.5,21.36,15.0,7465.5,0.0,0.0,0.0,0.0,15.0,7465.5,02-0000000017,ед,15.0,7465.5,0.0,0.0,0.0,0.0,15.0,7465.5,15.0,7465.5,0.0,0.0,0.0,0.0,15.0,7465.5,15.0,7465.5,0.0,0.0,0.0,0.0,15.0,7465.5
Огнетушитель порошковый ОП5 з АВСЕ,11,6600.0,21.34,11.0,6600.0,0.0,0.0,0.0,0.0,11.0,6600.0,02-0000000017,ед,11.0,6600.0,0.0,0.0,0.0,0.0,11.0,6600.0,11.0,6600.0,0.0,0.0,0.0,0.0,11.0,6600.0,11.0,6600.0,0.0,0.0,0.0,0.0,11.0,6600.0
Огнетушитель углекислотный ОУ 5ЯРПОЖИНВЕСТ,18,26820.0,21.34,18.0,26820.0,0.0,0.0,0.0,0.0,18.0,26820.0,02-0000000017,ед,18.0,26820.0,0.0,0.0,0.0,0.0,18.0,26820.0,18.0,26820.0,0.0,0.0,0.0,0.0,18.0,26820.0,18.0,26820.0,0.0,0.0,0.0,0.0,18.0,26820.0
Огнетушитель углекислотный ОУ3,2,2588.08,21.34,2.0,2588.08,0.0,0.0,0.0,0.0,2.0,2588.08,02-0000000017,ед,2.0,2588.08,0.0,0.0,0.0,0.0,2.0,2588.08,2.0,2588.08,0.0,0.0,0.0,0.0,2.0,2588.08,2.0,2588.08,0.0,0.0,0.0,0.0,2.0,2588.08
Огнетушитель углекислотный ОУ3 ЯРПОЖИНВЕСТ,11,10653.5,21.34,11.0,10653.5,0.0,0.0,0.0,0.0,11.0,10653.5,02-0000000017,ед,11.0,10653.5,0.0,0.0,0.0,0.0,11.0,10653.5,11.0,10653.5,0.0,0.0,0.0,0.0,11.0,10653.5,11.0,10653.5,0.0,0.0,0.0,0.0,11.0,10653.5
Огнетушитель углекислотный ОУ5 Ярпожинвест,5,5925.0,21.36,5.0,5925.0,0.0,0.0,0.0,0.0,5.0,5925.0,02-0000000017,ед,5.0,5925.0,0.0,0.0,0.0,0.0,5.0,5925.0,5.0,5925.0,0.0,0.0,0.0,0.0,5.0,5925.0,5.0,5925.0,0.0,0.0,0.0,0.0,5.0,5925.0
Одноместный элемент дивана,1,0.0,101.36,1.0,11005.0,0.0,0.0,0.0,0.0,1.0,11005.0,02-0000000017,ед,1.0,11005.0,0.0,0.0,0.0,0.0,1.0,11005.0,1.0,11005.0,0.0,0.0,0.0,0.0,1.0,11005.0,1.0,11005.0,0.0,0.0,0.0,0.0,1.0,11005.0
Опора двойная Логика,4,6619.8,21.36,4.0,6619.8,0.0,0.0,0.0,0.0,4.0,6619.8,02-0000000017,ед,4.0,6619.8,0.0,0.0,0.0,0.0,4.0,6619.8,4.0,6619.8,0.0,0.0,0.0,0.0,4.0,6619.8,4.0,6619.8,0.0,0.0,0.0,0.0,4.0,6619.8
Осциллограф цифровой АКИП41151А 2 канала х 25 МГц,1,0.0,101.36,1.0,30800.0,0.0,0.0,0.0,0.0,1.0,30800.0,02-0000000017,ед,1.0,30800.0,0.0,0.0,0.0,0.0,1.0,30800.0,1.0,30800.0,0.0,0.0,0.0,0.0,1.0,30800.0,1.0,30800.0,0.0,0.0,0.0,0.0,1.0,30800.0
Отвертка тестер 70250 В,2,518.7,105.36,2.0,518.7,0.0,0.0,0.0,0.0,2.0,518.7,02-000000002143,шт,2.0,518.7,0.0,0.0,0.0,0.0,2.0,518.7,2.0,518.7,0.0,0.0,0.0,0.0,2.0,518.7,2.0,518.7,0.0,0.0,0.0,0.0,2.0,518.7
Офисная перегородка,35,0.0,101.36,35.0,371233.8,0.0,0.0,0.0,0.0,35.0,371233.8,02-0000000017,ед,35.0,371233.8,0.0,0.0,0.0,0.0,35.0,371233.8,35.0,371233.8,0.0,0.0,0.0,0.0,35.0,371233.8,35.0,371233.8,0.0,0.0,0.0,0.0,35.0,371233.8
Офисная перегородка размер 5691 мм Х 2785мм общее количество 36,1,4741.6,101.36,1.0,99580.8,0.0,0.0,0.0,0.0,1.0,99580.8,02-0000000017,ед,1.0,99580.8,0.0,0.0,0.0,0.0,1.0,99580.8,1.0,99580.8,0.0,0.0,0.0,0.0,1.0,99580.8,1.0,99580.8,0.0,0.0,0.0,0.0,1.0,99580.8
Офисное кресло Chairman 850 506274,10,41100.0,21.36,10.0,41100.0,0.0,0.0,0.0,0.0,10.0,41100.0,02-0000000017,ед,10.0,41100.0,0.0,0.0,0.0,0.0,10.0,41100.0,10.0,41100.0,0.0,0.0,0.0,0.0,10.0,41100.0,10.0,41100.0,0.0,0.0,0.0,0.0,10.0,41100.0
Офисный стул Бюрократ KF2Or10,40,124400.0,21.36,40.0,124400.0,0.0,0.0,0.0,0.0,40.0,124400.0,02-0000000017,ед,40.0,124400.0,0.0,0.0,0.0,0.0,40.0,124400.0,40.0,124400.0,0.0,0.0,0.0,0.0,40.0,124400.0,40.0,124400.0,0.0,0.0,0.0,0.0,40.0,124400.0
Очиститель монтажной пены,2,417.5,105.36,3.0,626.25,0.0,0.0,1.0,208.75,2.0,417.5,02-000000001376,шт,2.0,417.5,0.0,0.0,0.0,0.0,2.0,417.5,2.0,417.5,0.0,0.0,0.0,0.0,2.0,417.5,2.0,417.5,0.0,0.0,0.0,0.0,2.0,417.5
Очки открытые Феос Ван UVEX 9192370 прозрачная линза,1,409.29,105.35,1.0,409.29,0.0,0.0,0.0,0.0,1.0,409.29,02-000000002544,шт,1.0,409.29,0.0,0.0,0.0,0.0,1.0,409.29,1.0,409.29,0.0,0.0,0.0,0.0,1.0,409.29,1.0,409.29,0.0,0.0,0.0,0.0,1.0,409.29
Панель к столу передняя 100,1,0.0,101.36,1.0,3676.53,0.0,0.0,0.0,0.0,1.0,3676.53,02-0000000017,ед,1.0,3676.53,0.0,0.0,0.0,0.0,1.0,3676.53,1.0,3676.53,0.0,0.0,0.0,0.0,1.0,3676.53,1.0,3676.53,0.0,0.0,0.0,0.0,1.0,3676.53
Панель к столу передняя 120,3,0.0,101.36,3.0,11236.08,0.0,0.0,0.0,0.0,3.0,11236.08,02-0000000017,ед,3.0,11236.08,0.0,0.0,0.0,0.0,3.0,11236.08,3.0,11236.08,0.0,0.0,0.0,0.0,3.0,11236.08,3.0,11236.08,0.0,0.0,0.0,0.0,3.0,11236.08
Панель к столу передняя 200,4,0.0,101.36,4.0,16329.64,0.0,0.0,0.0,0.0,4.0,16329.64,02-0000000017,ед,4.0,16329.64,0.0,0.0,0.0,0.0,4.0,16329.64,4.0,16329.64,0.0,0.0,0.0,0.0,4.0,16329.64,4.0,16329.64,0.0,0.0,0.0,0.0,4.0,16329.64
Панель передняя металлическая,9,21266.55,21.36,9.0,21266.55,0.0,0.0,0.0,0.0,9.0,21266.55,02-0000000017,ед,9.0,21266.55,0.0,0.0,0.0,0.0,9.0,21266.55,9.0,21266.55,0.0,0.0,0.0,0.0,9.0,21266.55,9.0,21266.55,0.0,0.0,0.0,0.0,9.0,21266.55
Перегородка мобильная 10929х2055 мм,1,106465.52,101.36,1.0,194415.0,0.0,0.0,0.0,0.0,1.0,194415.0,02-0000000017,ед,1.0,194415.0,0.0,0.0,0.0,0.0,1.0,194415.0,1.0,194415.0,0.0,0.0,0.0,0.0,1.0,194415.0,1.0,194415.0,0.0,0.0,0.0,0.0,1.0,194415.0
Перегородка мобильная 2055х2500 мм,1,147839.88,101.36,1.0,184800.0,0.0,0.0,0.0,0.0,1.0,184800.0,02-0000000017,ед,1.0,184800.0,0.0,0.0,0.0,0.0,1.0,184800.0,1.0,184800.0,0.0,0.0,0.0,0.0,1.0,184800.0,1.0,184800.0,0.0,0.0,0.0,0.0,1.0,184800.0
Перегородка мобильная 5923 х 2055 мм,1,57698.84,101.36,1.0,105363.0,0.0,0.0,0.0,0.0,1.0,105363.0,02-0000000017,ед,1.0,105363.0,0.0,0.0,0.0,0.0,1.0,105363.0,1.0,105363.0,0.0,0.0,0.0,0.0,1.0,105363.0,1.0,105363.0,0.0,0.0,0.0,0.0,1.0,105363.0
Перегородка офисная ЛОГИКА,8,28620.14,101.36,8.0,98851.17,0.0,0.0,0.0,0.0,8.0,98851.17,02-0000000017,ед,8.0,98851.17,0.0,0.0,0.0,0.0,8.0,98851.17,8.0,98851.17,0.0,0.0,0.0,0.0,8.0,98851.17,8.0,98851.17,0.0,0.0,0.0,0.0,8.0,98851.17
Передняя панель металлическая к столу,9,21266.55,21.36,9.0,21266.55,0.0,0.0,0.0,0.0,9.0,21266.55,02-0000000017,ед,9.0,21266.55,0.0,0.0,0.0,0.0,9.0,21266.55,9.0,21266.55,0.0,0.0,0.0,0.0,9.0,21266.55,9.0,21266.55,0.0,0.0,0.0,0.0,9.0,21266.55
Переплетная машина на пластиковую пружину Gladwork CB25D,3,0.0,101.36,3.0,47520.0,0.0,0.0,0.0,0.0,3.0,47520.0,02-0000000017,ед,3.0,47520.0,0.0,0.0,0.0,0.0,3.0,47520.0,3.0,47520.0,0.0,0.0,0.0,0.0,3.0,47520.0,3.0,47520.0,0.0,0.0,0.0,0.0,3.0,47520.0
Переплетчик BINDSTREAM,1,0.0,101.36,1.0,8400.0,0.0,0.0,0.0,0.0,1.0,8400.0,02-0000000017,ед,1.0,8400.0,0.0,0.0,0.0,0.0,1.0,8400.0,1.0,8400.0,0.0,0.0,0.0,0.0,1.0,8400.0,1.0,8400.0,0.0,0.0,0.0,0.0,1.0,8400.0
Переплетчик Fellowes FS56221,1,16500.0,101.36,1.0,60000.0,0.0,0.0,0.0,0.0,1.0,60000.0,02-0000000017,ед,1.0,60000.0,0.0,0.0,0.0,0.0,1.0,60000.0,1.0,60000.0,0.0,0.0,0.0,0.0,1.0,60000.0,1.0,60000.0,0.0,0.0,0.0,0.0,1.0,60000.0
Перфоратор Makita HR 2630,2,13861.0,21.36,2.0,13861.0,0.0,0.0,0.0,0.0,2.0,13861.0,02-0000000017,ед,2.0,13861.0,0.0,0.0,0.0,0.0,2.0,13861.0,2.0,13861.0,0.0,0.0,0.0,0.0,2.0,13861.0,2.0,13861.0,0.0,0.0,0.0,0.0,2.0,13861.0
Перфоратор Makita HR2630,1,7170.21,21.36,1.0,7170.21,0.0,0.0,0.0,0.0,1.0,7170.21,02-0000000017,ед,1.0,7170.21,0.0,0.0,0.0,0.0,1.0,7170.21,1.0,7170.21,0.0,0.0,0.0,0.0,1.0,7170.21,1.0,7170.21,0.0,0.0,0.0,0.0,1.0,7170.21
Перчатки рабочие трикотажные Комус,2,294.24,105.36,2.0,294.24,0.0,0.0,0.0,0.0,2.0,294.24,02-000000001320,упак,2.0,294.24,0.0,0.0,0.0,0.0,2.0,294.24,2.0,294.24,0.0,0.0,0.0,0.0,2.0,294.24,2.0,294.24,0.0,0.0,0.0,0.0,2.0,294.24
Перчатки трикотажные Сити для защиты рук от механических взаимодействий и ОПЗПВХпокрытие р9,40,1323.2,105.35,40.0,1323.2,0.0,0.0,0.0,0.0,40.0,1323.2,02-000000002553,пар,40.0,1323.2,0.0,0.0,0.0,0.0,40.0,1323.2,40.0,1323.2,0.0,0.0,0.0,0.0,40.0,1323.2,40.0,1323.2,0.0,0.0,0.0,0.0,40.0,1323.2
Печать ГБУ,1,1540.0,21.38,1.0,1540.0,0.0,0.0,0.0,0.0,1.0,1540.0,02-0000000017,ед,1.0,1540.0,0.0,0.0,0.0,0.0,1.0,1540.0,1.0,1540.0,0.0,0.0,0.0,0.0,1.0,1540.0,1.0,1540.0,0.0,0.0,0.0,0.0,1.0,1540.0
Печать Для документов с оснасткой,1,1388.29,21.38,1.0,1388.29,0.0,0.0,0.0,0.0,1.0,1388.29,02-0000000017,ед,1.0,1388.29,0.0,0.0,0.0,0.0,1.0,1388.29,1.0,1388.29,0.0,0.0,0.0,0.0,1.0,1388.29,1.0,1388.29,0.0,0.0,0.0,0.0,1.0,1388.29
Печь СВЧ MYSTERY MMW2032 20 л,4,0.0,101.36,4.0,19316.0,0.0,0.0,0.0,0.0,4.0,19316.0,02-0000000017,ед,4.0,19316.0,0.0,0.0,0.0,0.0,4.0,19316.0,4.0,19316.0,0.0,0.0,0.0,0.0,4.0,19316.0,4.0,19316.0,0.0,0.0,0.0,0.0,4.0,19316.0
Печь СВЧ SUPRA MWS2117MW,3,13105.079999999998,21.36,4.0,17473.44,0.0,0.0,0.0,0.0,4.0,17473.44,02-0000000017,ед,4.0,17473.44,0.0,0.0,0.0,0.0,4.0,17473.44,4.0,17473.44,0.0,0.0,0.0,0.0,4.0,17473.44,4.0,17473.44,0.0,0.0,1.0,4368.36,3.0,13105.079999999998
Пирометр ADA TemPro 300 A00222,3,9655.650000000001,21.34,3.0,9655.65,0.0,0.0,0.0,0.0,3.0,9655.65,02-0000000017,ед,3.0,9655.65,0.0,0.0,0.0,0.0,3.0,9655.65,3.0,9655.65,0.0,0.0,0.0,0.0,3.0,9655.65,3.0,9655.65,0.0,0.0,0.0,0.0,3.0,9655.65
Пирометр TESTO 830T1,1,6580.0,21.36,1.0,6580.0,0.0,0.0,0.0,0.0,1.0,6580.0,02-0000000017,ед,1.0,6580.0,0.0,0.0,0.0,0.0,1.0,6580.0,1.0,6580.0,0.0,0.0,0.0,0.0,1.0,6580.0,1.0,6580.0,0.0,0.0,0.0,0.0,1.0,6580.0
Платформенная тележка ТП 4,3,17020.47,21.36,3.0,17020.47,0.0,0.0,0.0,0.0,3.0,17020.47,02-0000000017,ед,3.0,17020.47,0.0,0.0,0.0,0.0,3.0,17020.47,3.0,17020.47,0.0,0.0,0.0,0.0,3.0,17020.47,3.0,17020.47,0.0,0.0,0.0,0.0,3.0,17020.47
Платформенная тележка с резиновым покрытием ТПРН 2,2,17506.96,21.36,2.0,17506.96,0.0,0.0,0.0,0.0,2.0,17506.96,02-0000000017,ед,2.0,17506.96,0.0,0.0,0.0,0.0,2.0,17506.96,2.0,17506.96,0.0,0.0,0.0,0.0,2.0,17506.96,2.0,17506.96,0.0,0.0,0.0,0.0,2.0,17506.96
Платформенная тележка с резиновым покрытием ТПРН 4,2,0.0,101.36,2.0,20419.4,0.0,0.0,0.0,0.0,2.0,20419.4,02-0000000017,ед,2.0,20419.4,0.0,0.0,0.0,0.0,2.0,20419.4,2.0,20419.4,0.0,0.0,0.0,0.0,2.0,20419.4,2.0,20419.4,0.0,0.0,0.0,0.0,2.0,20419.4
Плащ мужской Циклон для защиты от нефти,4,7006.360000000001,105.35,4.0,7006.360000000001,0.0,0.0,0.0,0.0,4.0,7006.360000000001,02-000000002548,шт,4.0,7006.360000000001,0.0,0.0,0.0,0.0,4.0,7006.360000000001,4.0,7006.360000000001,0.0,0.0,0.0,0.0,4.0,7006.360000000001,4.0,7006.360000000001,0.0,0.0,0.0,0.0,4.0,7006.360000000001
Пленка воздушнопузырьковая трехслойная 1,1,2244.95,105.36,2.0,4489.9,0.0,0.0,1.0,2244.95,1.0,2244.95,02-000000001088,рул,1.0,2244.95,0.0,0.0,0.0,0.0,1.0,2244.95,1.0,2244.95,0.0,0.0,0.0,0.0,1.0,2244.95,1.0,2244.95,0.0,0.0,0.0,0.0,1.0,2244.95
Пленка укрывная 2,1,668.0,105.36,3.0,2004.0,0.0,0.0,0.0,0.0,3.0,2004.0,02-000000001370,шт,3.0,2004.0,0.0,0.0,0.0,0.0,3.0,2004.0,3.0,2004.0,0.0,0.0,0.0,0.0,3.0,2004.0,3.0,2004.0,0.0,0.0,2.0,1336.0,1.0,668.0
Подставка П15 ТоирМ,20,5530.0,21.36,20.0,5530.0,0.0,0.0,0.0,0.0,20.0,5530.0,02-0000000017,ед,20.0,5530.0,0.0,0.0,0.0,0.0,20.0,5530.0,20.0,5530.0,0.0,0.0,0.0,0.0,20.0,5530.0,20.0,5530.0,0.0,0.0,0.0,0.0,20.0,5530.0
Подставка передвижная для рециркуляторов  Бриз,16,30888.0,21.36,16.0,30888.0,0.0,0.0,0.0,0.0,16.0,30888.0,02-0000000017,ед,16.0,30888.0,0.0,0.0,0.0,0.0,16.0,30888.0,16.0,30888.0,0.0,0.0,0.0,0.0,16.0,30888.0,16.0,30888.0,0.0,0.0,0.0,0.0,16.0,30888.0
Подставка под огнетушитель П15 ЯРПОЖИНВЕСТ,19,5095.8,21.34,19.0,5095.8,0.0,0.0,0.0,0.0,19.0,5095.8,02-0000000017,ед,19.0,5095.8,0.0,0.0,0.0,0.0,19.0,5095.8,19.0,5095.8,0.0,0.0,0.0,0.0,19.0,5095.8,19.0,5095.8,0.0,0.0,0.0,0.0,19.0,5095.8
Подставка под огнетушитель П15 металлическая,13,3250.0,21.34,13.0,3250.0,0.0,0.0,0.0,0.0,13.0,3250.0,02-0000000017,ед,13.0,3250.0,0.0,0.0,0.0,0.0,13.0,3250.0,13.0,3250.0,0.0,0.0,0.0,0.0,13.0,3250.0,13.0,3250.0,0.0,0.0,0.0,0.0,13.0,3250.0
Полка навесная,6,18077.4,21.36,6.0,18077.4,0.0,0.0,0.0,0.0,6.0,18077.4,02-0000000017,ед,6.0,18077.4,0.0,0.0,0.0,0.0,6.0,18077.4,6.0,18077.4,0.0,0.0,0.0,0.0,6.0,18077.4,6.0,18077.4,0.0,0.0,0.0,0.0,6.0,18077.4
Полка навесная Ш750В360Г287мм,6,37200.0,21.36,6.0,37200.0,0.0,0.0,0.0,0.0,6.0,37200.0,02-0000000017,ед,6.0,37200.0,0.0,0.0,0.0,0.0,6.0,37200.0,6.0,37200.0,0.0,0.0,0.0,0.0,6.0,37200.0,6.0,37200.0,0.0,0.0,0.0,0.0,6.0,37200.0
Полка с ребром жесткости к Шкафу с дверьми купе типа 6,28,98842.52,21.36,28.0,98842.52,0.0,0.0,0.0,0.0,28.0,98842.52,02-0000000017,ед,28.0,98842.52,0.0,0.0,0.0,0.0,28.0,98842.52,28.0,98842.52,0.0,0.0,0.0,0.0,28.0,98842.52,28.0,98842.52,0.0,0.0,0.0,0.0,28.0,98842.52
Полотно техническое вафельное,2,3644.72,105.36,2.0,3644.72,0.0,0.0,0.0,0.0,2.0,3644.72,02-000000001321,рул,2.0,3644.72,0.0,0.0,0.0,0.0,2.0,3644.72,2.0,3644.72,0.0,0.0,0.0,0.0,2.0,3644.72,2.0,3644.72,0.0,0.0,0.0,0.0,2.0,3644.72
Полуботинки мужские АтлетикЛайт микрофибра,4,11679.48,105.35,9.0,26278.83,0.0,0.0,0.0,0.0,9.0,26278.83,02-000000002539,пар,9.0,26278.83,0.0,0.0,0.0,0.0,9.0,26278.83,9.0,26278.83,0.0,0.0,5.0,14599.349999999999,4.0,11679.48,4.0,11679.48,0.0,0.0,0.0,0.0,4.0,11679.48
Полумаска изолирующая UNIX 1000 большой размер,1,861.12,105.35,1.0,861.12,0.0,0.0,0.0,0.0,1.0,861.12,02-000000002554,шт,1.0,861.12,0.0,0.0,0.0,0.0,1.0,861.12,1.0,861.12,0.0,0.0,0.0,0.0,1.0,861.12,1.0,861.12,0.0,0.0,0.0,0.0,1.0,861.12
Принтер этикеток Zebra GK420t,1,0.0,101.36,1.0,35640.0,0.0,0.0,0.0,0.0,1.0,35640.0,02-0000000017,ед,1.0,35640.0,0.0,0.0,0.0,0.0,1.0,35640.0,1.0,35640.0,0.0,0.0,0.0,0.0,1.0,35640.0,1.0,35640.0,0.0,0.0,0.0,0.0,1.0,35640.0
Присоска для снятия стекол двойная TOPEX 14А780,1,770.25,105.36,2.0,1540.5,0.0,0.0,1.0,770.25,1.0,770.25,02-000000002152,шт,1.0,770.25,0.0,0.0,0.0,0.0,1.0,770.25,1.0,770.25,0.0,0.0,0.0,0.0,1.0,770.25,1.0,770.25,0.0,0.0,0.0,0.0,1.0,770.25
Радиатор масляный Ballu Turbo BOHTB07FH 1500 7 секций,20,85050.0,21.36,0.0,0.0,40.0,170100.0,20.0,85050.0,20.0,85050.0,02-0000000017,ед,20.0,85050.0,0.0,0.0,0.0,0.0,20.0,85050.0,20.0,85050.0,0.0,0.0,0.0,0.0,20.0,85050.0,20.0,85050.0,0.0,0.0,0.0,0.0,20.0,85050.0
Растворитель 646,8,1336.0,105.36,8.0,1336.0,0.0,0.0,0.0,0.0,8.0,1336.0,02-000000001374,м3,8.0,1336.0,0.0,0.0,0.0,0.0,8.0,1336.0,8.0,1336.0,0.0,0.0,0.0,0.0,8.0,1336.0,8.0,1336.0,0.0,0.0,0.0,0.0,8.0,1336.0
Рециркулятор бактерицидный ОВУ01 Солнечный бриз,6,55727.100000000006,21.34,6.0,55727.100000000006,0.0,0.0,0.0,0.0,6.0,55727.100000000006,02-0000000017,ед,6.0,55727.100000000006,0.0,0.0,0.0,0.0,6.0,55727.100000000006,6.0,55727.100000000006,0.0,0.0,0.0,0.0,6.0,55727.100000000006,6.0,55727.100000000006,0.0,0.0,0.0,0.0,6.0,55727.100000000006
Рециркулятор бактерицидный ОВУ06  Солнечный бриз6,16,0.0,101.34,16.0,341484.0,0.0,0.0,0.0,0.0,16.0,341484.0,02-0000000017,ед,16.0,341484.0,0.0,0.0,0.0,0.0,16.0,341484.0,16.0,341484.0,0.0,0.0,0.0,0.0,16.0,341484.0,16.0,341484.0,0.0,0.0,0.0,0.0,16.0,341484.0
Розетка RJ45,56,2786.0,105.36,68.0,3383.0,0.0,0.0,2.0,99.5,66.0,3283.5,02-000000001336,шт,66.0,3283.5,0.0,0.0,0.0,0.0,66.0,3283.5,66.0,3283.5,0.0,0.0,0.0,0.0,66.0,3283.5,66.0,3283.5,0.0,0.0,10.0,497.5,56.0,2786.0
Рулонная штора LVT без короба,3,13800.0,21.36,3.0,13800.0,0.0,0.0,0.0,0.0,3.0,13800.0,02-0000000017,ед,3.0,13800.0,0.0,0.0,0.0,0.0,3.0,13800.0,3.0,13800.0,0.0,0.0,0.0,0.0,3.0,13800.0,3.0,13800.0,0.0,0.0,0.0,0.0,3.0,13800.0
Рулонные шторы,75,328783.25,101.36,75.0,628423.25,0.0,0.0,0.0,0.0,75.0,628423.25,02-0000000017,ед,75.0,628423.25,0.0,0.0,0.0,0.0,75.0,628423.25,75.0,628423.25,0.0,0.0,0.0,0.0,75.0,628423.25,75.0,628423.25,0.0,0.0,0.0,0.0,75.0,628423.25
Ручная гидравлическая тележка KRONA CL 25115,3,0.0,101.34,3.0,57665.5,0.0,0.0,0.0,0.0,3.0,57665.5,02-0000000017,ед,3.0,57665.5,0.0,0.0,0.0,0.0,3.0,57665.5,3.0,57665.5,0.0,0.0,0.0,0.0,3.0,57665.5,3.0,57665.5,0.0,0.0,0.0,0.0,3.0,57665.5
СКУ стеллаж 1255 2485,30,190104.0,21.36,30.0,190104.0,0.0,0.0,0.0,0.0,30.0,190104.0,02-0000000017,ед,30.0,190104.0,0.0,0.0,0.0,0.0,30.0,190104.0,30.0,190104.0,0.0,0.0,0.0,0.0,30.0,190104.0,30.0,190104.0,0.0,0.0,0.0,0.0,30.0,190104.0
Саморез 4,1,233.82,105.34,1.0,219.35,0.0,0.0,0.0,0.0,1.0,219.35,02-000000002156,упак,1.0,219.35,0.0,0.0,0.0,0.0,1.0,219.35,1.0,219.35,0.0,0.0,0.0,0.0,1.0,219.35,1.0,219.35,1.0,233.82,1.0,219.35,1.0,233.82
Саморез Techkrep 3516 ШСГД редкая резьба,1,312.0,105.36,1.0,312.0,0.0,0.0,0.0,0.0,1.0,312.0,02-000000002158,упак,1.0,312.0,0.0,0.0,0.0,0.0,1.0,312.0,1.0,312.0,0.0,0.0,0.0,0.0,1.0,312.0,1.0,312.0,0.0,0.0,0.0,0.0,1.0,312.0
Саморез ШСГМ 3,1,170.6,105.36,1.0,170.6,0.0,0.0,0.0,0.0,1.0,170.6,02-000000002157,упак,1.0,170.6,0.0,0.0,0.0,0.0,1.0,170.6,1.0,170.6,0.0,0.0,0.0,0.0,1.0,170.6,1.0,170.6,0.0,0.0,0.0,0.0,1.0,170.6
