Name,Params,Price,Category,KPGZ Code,KPGZ,SPGZ Code,SPGZ
"Скрепки Attache треугольные 25 мм, никелированные 100 шт.в карт.уп.","['Вид скрепок канцелярских', 'Гофрированные', 'Длина', 'Количество штук в упаковке', 'Покрытие материала', 'Упаковка', 'Цвет']",30.51,Скрепки канцелярские,01.15.05.04.06.01,СКРЕПКИ КАНЦЕЛЯРСКИЕ,NULL,NULL
Подставка настольная/настенная для рекламных материалов А4 односторонняя Attache Лидер,"['Вес', 'Двухсторонняя', 'Количество отделений', 'Материал', 'Расположение', 'Установка', 'Формат', 'Цвет', 'Вид товаров', 'Размер']",NULL,"Карманы, держатели, подставки информационные",01.15.05.03.02,"КАРМАНЫ, ДЕРЖАТЕЛИ, ПОДСТАВКИ ИНФОРМАЦИОННЫЕ",12368594,"Стенд информационный, пластик"
"Чистящие салфетки универсальные DEFENDER 30322, 100 влажных салфеток","['Вид материала салфетки', 'Вид товара', 'Длина', 'Количество в упаковке', 'Назначение', 'Наличие антибактериального компонента', 'Наличие антистатического компонента', 'Наличие ароматизатора', 'Салфетки в тубе с дозирующей насадкой', 'Салфетки влажные', 'Ширина', 'Сменный блок салфеток']",NULL,Принадлежности для очистки оргтехники,01.15.05.19,ПРИНАДЛЕЖНОСТИ ДЛЯ ОЧИСТКИ ОРГТЕХНИКИ,NULL,NULL
"Папка-уголок Berlingo, А4, 180мкм, прозрачная бесцветная","['Вид материала', 'Вместимость папки', 'Наличие внутреннего кармана', 'Наличие кармана на корешке папки', 'Способ фиксации', 'Тип', 'Толщина пластика', 'Формат', 'Цвет', 'Вид продукции', 'Вид товаров', 'Вид системы архивации', 'Вид папок, систем архивации пластиковых']",NULL,Папки пластиковые,01.15.03.17.05,ПАПКИ ПЛАСТИКОВЫЕ,NULL,NULL
"Папка-уголок Berlingo, А4, 180мкм, прозрачная желтая","['Вид', 'Вместимость папки', 'Количество отделений', 'Толщина материала', 'Формат', 'Цвет', 'Материал', 'Вид папок, систем архивации пластиковых', 'Вид товаров', 'Вид системы архивации']",NULL,Папки пластиковые,01.15.03.17.05,ПАПКИ ПЛАСТИКОВЫЕ,NULL,NULL
Клейкая лента канцелярская прозрачная 12 мм х 33 м,"['Длина намотки', 'Тип клейкой ленты', 'Толщина', 'Цвет', 'Ширина клейкой ленты']",18.00,Лента клейкая канцелярская,01.15.05.04.02,ЛЕНТА КЛЕЙКАЯ КАНЦЕЛЯРСКАЯ,NULL,NULL
"Подставка-органайзер «Авангард», 132х122х108 мм, 5 отделений, черная, ОР52","['Вид материала', 'Вращающийся', 'Габаритные размеры', 'Количество отделений', 'Масса', 'Мягкая подушечка на дне подставки', 'Наличие места под листочки для записей', 'Поставляется без наполнения', 'Сборно-разборная конструкция', 'Цвет', 'Тонированный', 'Тип']",230.62,Подставки для канцелярских принадлежностей пластиковые,01.15.05.01.05.01.01,ПОДСТАВКИ ДЛЯ КАНЦЕЛЯРСКИХ ПРИНАДЛЕЖНОСТЕЙ ПЛАСТИКОВЫЕ,27280247,Подставка для канцелярских принадлежностей настольная (органайзер) пластиковая
"Набор маркеров для досок Attache Accent 4 цвета (круглый наконечник, толщина линии 2-3 мм)","['Автоматический', 'Количество штук в наборе', 'Макс. толщина линии письма', 'Материал корпуса', 'Мин. толщина линии письма', 'Минимальная толщина линии письма', 'Наличие клипа на крышке', 'Основа чернил', 'Размер', 'Цвет чернил', 'Форма наконечника', 'Форма корпуса', 'Система cap off']",263.00,Маркеры,01.15.04.02.04,МАРКЕРЫ,NULL,NULL
"Подушка штемпельная сменная E/46040 син.для 46040, 46040/R (аналог 6/46040)","['Артикул', 'Совместимость', 'Тип подушки штемпельной', 'Цвет подушки штемпельной']",444.00,Подушки штемпельные,01.15.06.06,ПОДУШКИ ШТЕМПЕЛЬНЫЕ,NULL,NULL
Смарт карта Iclass,"['Материал', 'Размерность', 'Количество памяти', 'Количество разделов', 'Тип карты', 'Толщина']",NULL,Идентификаторы,01.03.02.04,ИДЕНТИФИКАТОРЫ,NULL,NULL
Обеспечение периодическими изданиями,"['Доставка периодики до адреса заказчика', 'Курьерская доставка', 'Страна производитель', 'Форма выпуска издания', 'Вид продукции', 'Вид услуги', 'Виды услуг связи и телекоммуникации', 'Виды услуг почтовой, фельдъегерской и специальной связи, услуг курьерских']",NULL,Обеспечение периодическими изданиями,03.12.05.04,ОБЕСПЕЧЕНИЕ ПЕРИОДИЧЕСКИМИ ИЗДАНИЯМИ,15706721,Обеспечение периодическими изданиями
Химчистка грязезащитных ковров,"['Вид изделия (объекта) химической чистки', 'Вид клининговых услуг', 'Вид материала изделия', 'Выведение пятен', 'Грязезащитный ковер', 'Длина изделия', 'Материал поверхности', 'Механическая чистка оборудованием', 'Оказание услуг по адресам заказчика', 'Вид продукции', 'Вид услуги', 'Виды бытовых услуг', 'Ширина изделия', 'Химическая чистка грязезащитных ковров', 'Перевозка в цех/к заказчику', 'Оказание услуг по графику заказчика', 'Снятие и вывоз']",NULL,Услуги по химической чистке изделий,03.36.14,УСЛУГИ ПО ХИМИЧЕСКОЙ ЧИСТКЕ ИЗДЕЛИЙ,NULL,NULL
Химчистка грязезащитных ковров,"['Вид изделия (объекта) химической чистки', 'Вид клининговых услуг', 'Вид материала изделия', 'Грязезащитный ковер', 'Длина изделия', 'Использование моющих и чистящих средств исполнителя', 'Материал поверхности', 'Оказание услуг по адресам заказчика', 'Оказание услуг по графику заказчика', 'Вид продукции', 'Вид услуги', 'Виды бытовых услуг', 'Ширина изделия', 'Химическая чистка грязезащитных ковров', 'Перевозка в цех/к заказчику', 'Снятие и вывоз']",NULL,Услуги по химической чистке изделий,03.36.14,УСЛУГИ ПО ХИМИЧЕСКОЙ ЧИСТКЕ ИЗДЕЛИЙ,NULL,NULL
Механизированная химчистка ковролина,"['Вид  услуги', 'Вид изделия (объекта) химической чистки', 'Выведение пятен', 'Использование моющих и чистящих средств исполнителя', 'Материал поверхности', 'Механическая чистка оборудованием', 'Оказание услуг на территории Заказчика', 'Оказание услуг по адресам заказчика', 'Оказание услуг по графику заказчика', 'Вид продукции', 'Вид услуги', 'Виды бытовых услуг', 'Применение материалов и химических средств, не содержащих веществ, опасных для жизни и здоровья человека', 'Проведение химической чистки изделий']",NULL,Услуги по химической чистке изделий,03.36.14,УСЛУГИ ПО ХИМИЧЕСКОЙ ЧИСТКЕ ИЗДЕЛИЙ,94843979,Химическая чистка ковра (коврового изделия)
Оказание услуг по программированию карт доступа в ДК «Империя»,"['Автоматизированные системы', 'Безопасность', 'Контроль посещаемости', 'Обеспечение контроля доступа']",NULL,Услуги телекоммуникационные ограниченного доступа для нужд заказчика прочие,03.12.04.04.01.05,УСЛУГИ ТЕЛЕКОММУНИКАЦИОННЫЕ ОГРАНИЧЕННОГО ДОСТУПА ДЛЯ НУЖД ЗАКАЗЧИКА ПРОЧИЕ,NULL,NULL
Подписка на периодические электронные издания,"['Вид литературы и полиграфической продукции', 'Доступ 24/7', 'Форма выпуска издания', 'Формат издания', 'Вид продукции', 'Вид услуги', 'Виды услуг связи и телекоммуникации', 'Виды услуг почтовой, фельдъегерской и специальной связи, услуг курьерских']",NULL,Обеспечение периодическими изданиями,03.12.05.04,ОБЕСПЕЧЕНИЕ ПЕРИОДИЧЕСКИМИ ИЗДАНИЯМИ,15706721,Обеспечение периодическими изданиями
Услуги по хранению и утилизации имущества,"['Выезд к заказчику', 'Демонтаж', 'Наличие специальной лицензии', 'Утилизация', 'Вид продукции', 'Вид услуги', 'Виды услуг по хранению']",NULL,Услуги по складированию и хранению имущества,03.20.07,УСЛУГИ ПО СКЛАДИРОВАНИЮ И ХРАНЕНИЮ ИМУЩЕСТВА,NULL,NULL
Услуги по складированию с дальнейшей технической экспертизой,"['Выезд к заказчику', 'Диагностика', 'Наличие специальной лицензии', 'Экспертиза', 'Вид продукции', 'Вид услуги', 'Виды услуг по хранению']",NULL,Услуги по складированию и хранению имущества,03.20.07,УСЛУГИ ПО СКЛАДИРОВАНИЮ И ХРАНЕНИЮ ИМУЩЕСТВА,NULL,NULL
Услуги по поиску и размещению вакансий и подбору  IT работников в рамках сервиса head.z,"['Вид услуги', 'Наличие у Заказчика системы мониторинга', 'Наличие у Заказчика системы СКВ', 'Наличие у Заказчика средств мониторинга качества сопровождения систем', 'Вид продукции', 'Вид услуг информационно-технологических (ит)']",NULL,Услуги по эксплуатации информационных систем и программно-технического комплекса...,03.13.09,УСЛУГИ ПО ЭКСПЛУАТАЦИИ ИНФОРМАЦИОННЫХ СИСТЕМ И ПРОГРАММНО-ТЕХНИЧЕСКОГО КОМПЛЕКСА,15731619,Поддержка пользователей информационных систем и ресурсов
"Доступ к Базе данных с возможностью просмотра контактной информации соискателя с использованием API HH: региональный критерий ""Вся Россия"", критерий профессиональных областей ""Все профессиональные области"", возможность просмотра контактной информации соискателя, количество просмотров 9000 шт., сроком предоставления на 330 дней","['База данных', 'Доступ в личный кабинет', 'Наименование программного продукта', 'Техническая поддержка', 'Вид продукции', 'Вид услуги', 'Вид услуг информационно-технологических (ит)', 'Вид услуг по предоставлению доступа к информационным системам и ресурсам']",NULL,Услуги по предоставлению доступа к программному продукту,03.13.11.03,УСЛУГИ ПО ПРЕДОСТАВЛЕНИЮ ДОСТУПА К ПРОГРАММНОМУ ПРОДУКТУ,NULL,NULL
Услуги телефонной связи,"['Абонентская линия в постоянное пользование', 'Возможности бесплатного круглосуточного вызова экстренных оперативных служб', 'Доступ к сети связи исполнителя (оператора)', 'Доступ к услугам внутризоновой, междугородной и международной телефонной связи', 'Доступ к услугам связи сети связи общего пользования', 'Местные телефонные соединения по сети фиксированной телефонной связи с использованием пользовательского (оконечного) оборудования с выделением абоненту номера (номеров) из плана нумерации сети местной телефонной связи для передачи голосовой информации, факсимильных сообщений и передачи данных', 'Многоканальный номер']",NULL,Услуги местной телефонной связи,03.12.01.01,УСЛУГИ МЕСТНОЙ ТЕЛЕФОННОЙ СВЯЗИ,NULL,NULL
Оказание услуг по доочистке воды с помощью аппаратов по очистке воды,"['Доставка', 'Подключение к водопроводу', 'Замена фильтров', 'Оборудование']",NULL,Прокат прочих предметов и имущества,03.31.04.99,ПРОКАТ ПРОЧИХ ПРЕДМЕТОВ И ИМУЩЕСТВА,NULL,NULL
Модернизация системы видеонаблюдения,"['Выезд специалиста на объект', 'Монтаж видеокамеры уличной', 'Монтаж доп оборудования', 'Монтаж оборудования']",342676.14,Услуги по обеспечению пожарной безопасности,03.10.02.06,УСЛУГИ ПО ОБЕСПЕЧЕНИЮ ПОЖАРНОЙ БЕЗОПАСНОСТИ,4520558,"Оказание услуг по физической односменной (8-ми часовой) противопожарной охране объектов, усл. ед"
Оказание услуг по монтажу системы контроля и управления доступом (скуд),"['Безопасность', 'Доставка и монтаж оборудования', 'Инструктажи', 'Комплекс работ по техническому оборудованию']",75147.52,Услуги по обеспечению пожарной безопасности,03.10.02.06,УСЛУГИ ПО ОБЕСПЕЧЕНИЮ ПОЖАРНОЙ БЕЗОПАСНОСТИ,NULL,NULL
Физическая охрана,"['Вид услуги по охране', 'Использование мобильной группы', 'Использование служебной собаки', 'Использование специальных средств', 'Наличие оружия у сотрудников мобильной группы', 'Наличие оружия у сотрудников охраны', 'Периодичность', 'Вид продукции', 'Вид услуги', 'Вид охранных и противопожарных услуг', 'Виды услуг частной охраны']",164.38,Услуги частной охраны (выставление поста охраны),03.10.01.01,УСЛУГИ ЧАСТНОЙ ОХРАНЫ (ВЫСТАВЛЕНИЕ ПОСТА ОХРАНЫ),45261425,Услуги частной охраны объектов содержания пациентов (Covid-19)
Физическая охрана,"['Вид услуги по охране', 'Использование мобильной группы', 'Использование служебной собаки', 'Использование специальных средств', 'Наличие оружия у сотрудников мобильной группы', 'Наличие оружия у сотрудников охраны', 'Периодичность', 'Вид продукции', 'Вид услуги', 'Вид охранных и противопожарных услуг', 'Виды услуг частной охраны']",164.38,Услуги частной охраны (выставление поста охраны),03.10.01.01,УСЛУГИ ЧАСТНОЙ ОХРАНЫ (ВЫСТАВЛЕНИЕ ПОСТА ОХРАНЫ),45261425,Услуги частной охраны объектов содержания пациентов (Covid-19)
Оказание услуг по доочистке воды с помощью аппаратов по очистке воды,"['Доставка', 'Подключение к водопроводу', 'Замена фильтров', 'Оборудование']",NULL,Прокат прочих предметов и имущества,03.31.04.99,ПРОКАТ ПРОЧИХ ПРЕДМЕТОВ И ИМУЩЕСТВА,NULL,NULL
"Обучение по программе профессиональной переподготовки ""Руководитель (менеджер) проектов""","['Вид обучения', 'Выдаваемый документ по окончании обучения', 'Наличие лицензии на право осуществления образовательной деятельности', 'Форма обучения', 'Вид продукции', 'Вид услуги', 'Вид образовательных, научных услуг', 'Виды профессионального образования по дополнительным профессиональным образовательным программам', 'Количество слушателей в группе (не более) (человек)', 'Продолжительность обучения (академических часов)']",NULL,Профессиональная переподготовка,03.03.14.02,ПРОФЕССИОНАЛЬНАЯ ПЕРЕПОДГОТОВКА,NULL,NULL
"Обучение по программе профессиональной переподготовки ""Бизнес-аналитик""","['Вид обучения', 'Выдаваемый документ по окончании обучения', 'Наличие лицензии на право осуществления образовательной деятельности', 'Форма обучения', 'Вид продукции', 'Вид услуги', 'Вид образовательных, научных услуг', 'Виды профессионального образования по дополнительным профессиональным образовательным программам', 'Количество слушателей в группе (не более) (человек)', 'Продолжительность обучения (академических часов)']",NULL,Профессиональная переподготовка,03.03.14.02,ПРОФЕССИОНАЛЬНАЯ ПЕРЕПОДГОТОВКА,NULL,NULL
"Оказание образовательных услуг по дополнительной профессиональной программе повышения квалификации ""О  контрактной системе в сфере закупок""","['Выдача удостоверения о повышении квалификации', 'Категория обучающихся', 'Количество часов', 'Форму обучения']",NULL,Дополнительное обучение,03.03.14.05,ДОПОЛНИТЕЛЬНОЕ ОБУЧЕНИЕ,NULL,NULL
Обучение по программе Руководитель проектного офиса/портфеля проектов (Дипломная программа),"['Вид обучения', 'Объем образовательной программы', 'Предоставление помещения для обучения Исполнителем', 'Применение дистанционных технологий обучения', 'Применение электронного обучения', 'Форма обучения', 'Вид продукции', 'Вид услуги', 'Вид образовательных, научных услуг', 'Виды профессионального образования по дополнительным профессиональным образовательным программам']",NULL,Профессиональная переподготовка,03.03.14.02,ПРОФЕССИОНАЛЬНАЯ ПЕРЕПОДГОТОВКА,NULL,NULL
Инженер Linux систем,"['Вид обучения', 'Категория обучающихся', 'Объем образовательной программы', 'Предоставление помещения для обучения Исполнителем', 'Применение дистанционных технологий обучения', 'Применение электронного обучения', 'Требование к месту проведения обучения', 'Требование к месту проведения обучения', 'Форма обучения', 'Вид продукции', 'Вид услуги', 'Вид образовательных, научных услуг', 'Виды профессионального образования по дополнительным профессиональным образовательным программам']",197490.00,Профессиональная переподготовка,03.03.14.02,ПРОФЕССИОНАЛЬНАЯ ПЕРЕПОДГОТОВКА,NULL,NULL
Изготовление кармана для пропуска с логотипом,"['Внешний размер изделия', 'Материал', 'Согласование макета с заказчиком', 'Способ нанесения логотипа', 'Цвет', 'Вид продукции', 'Виды работ по изготовлению', 'Виды изготовления сувенирной продукции', 'Изготовление макета поставщиком', 'Ориентация', 'Покрытие экокожи', 'Размер вкладыша', 'Количество секций']",NULL,Изготовление канцелярской сувенирной продукции,02.17.10.05,ИЗГОТОВЛЕНИЕ КАНЦЕЛЯРСКОЙ СУВЕНИРНОЙ ПРОДУКЦИИ,NULL,NULL
Изготовление ленты для бейджа,"['Изготовление макета поставщиком', 'Материал ленты', 'Печать', 'Согласование макета с заказчиком', 'Способ нанесения логотипа', 'Цвет', 'Цвет печати', 'Ширина ленты', 'Способ крепления бейджа к ленте', 'Материал карабина']",NULL,Изготовление текстильной сувенирной продукции,02.17.10.02,ИЗГОТОВЛЕНИЕ ТЕКСТИЛЬНОЙ СУВЕНИРНОЙ ПРОДУКЦИИ,49114960,Изготовление альбома
Изготовление календаря квартального с логотипом,"['Бумага блока', 'Изготовление макета поставщиком', 'Количество пружин', 'Ламинация', 'Материал подложки', 'Плотность бумаги блока, г/м2', 'Плотность материала подложки', 'Размер блока', 'Согласование макета с заказчиком', 'Вид продукции', 'Виды работ по изготовлению', 'Виды работ по изготовлению полиграфической и печатной продукции', 'Формат календаря']",NULL,Работы по изготовлению полиграфической продукции...,02.17.04.08,РАБОТЫ ПО ИЗГОТОВЛЕНИЮ ПОЛИГРАФИЧЕСКОЙ ПРОДУКЦИИ,457000645,Изготовление газеты
Изготовление ручки с логотипом,"['Вид ручки', 'Диаметр шарика ', 'Изготовление макета поставщиком', 'Материал клипа', 'Материал корпуса', 'Материал наконечника', 'Размер', 'Ручка автоматическая', 'Согласование макета с заказчиком', 'Цвет корпуса', 'Толщина линии письма', 'Тип механизма ручки', 'Форма корпуса', 'Способ нанесения логотипа', 'Цвет чернил', 'Форма наконечника']",NULL,Изготовление канцелярской сувенирной продукции,02.17.10.05,ИЗГОТОВЛЕНИЕ КАНЦЕЛЯРСКОЙ СУВЕНИРНОЙ ПРОДУКЦИИ,NULL,NULL
"Изготовление ежедневника А5 с логотипом, темно-серый","['Вид', 'Дополнительная информация', 'Изготовление макета поставщиком', 'Количество страниц', 'Материал', 'Переплет', 'Плотность бумаги блока', 'Размер', 'Согласование макета с заказчиком', 'Вид продукции', 'Виды работ по изготовлению', 'Виды работ по изготовлению полиграфической и печатной продукции', 'Формат', 'Цвет', 'Цвет фольги', 'Цвет бумаги на блок', 'Способ нанесения персонализации']",NULL,Работы по изготовлению полиграфической продукции...,02.17.04.08,РАБОТЫ ПО ИЗГОТОВЛЕНИЮ ПОЛИГРАФИЧЕСКОЙ ПРОДУКЦИИ,457000645,Изготовление газеты
Изготовление ежедневника А4 с твердой обложкой и логотипом,"['Вес', 'Вид', 'Изготовление макета поставщиком', 'Количество страниц', 'Материал', 'Плотность бумаги блока', 'Размер', 'Согласование макета с заказчиком', 'Способ нанесения персонализации', 'Вид продукции', 'Виды работ по изготовлению', 'Виды работ по изготовлению полиграфической и печатной продукции', 'Формат', 'Цвет бумаги', 'Цвет ляссе', 'Цвет обложки', 'Цвет обреза', 'Крепление блока']",NULL,Работы по изготовлению полиграфической продукции...,02.17.04.08,РАБОТЫ ПО ИЗГОТОВЛЕНИЮ ПОЛИГРАФИЧЕСКОЙ ПРОДУКЦИИ,457000645,Изготовление газеты
"Изготовление ежедневника А5 с логотипом, красный","['Вид', 'Дополнительная информация', 'Изготовление макета поставщиком', 'Количество страниц', 'Материал', 'Переплет', 'Плотность бумаги блока', 'Размер', 'Согласование макета с заказчиком', 'Вид продукции', 'Виды работ по изготовлению', 'Виды работ по изготовлению полиграфической и печатной продукции', 'Формат', 'Цвет', 'Цвет фольги', 'Цвет бумаги на блок', 'Способ нанесения персонализации']",NULL,Работы по изготовлению полиграфической продукции...,02.17.04.08,РАБОТЫ ПО ИЗГОТОВЛЕНИЮ ПОЛИГРАФИЧЕСКОЙ ПРОДУКЦИИ,457000645,Изготовление газеты
"Изготовление настольного перекидного календаря ""домик""","['Вид', 'Изготовление макета поставщиком', 'Материал', 'Размер', 'Согласование макета с заказчиком', 'Цвет', 'Способ нанесения логотипа', 'Виды работ по изготовлению', 'Виды работ по изготовлению полиграфической и печатной продукции']",NULL,Работы по изготовлению полиграфической продукции...,02.17.04.08,РАБОТЫ ПО ИЗГОТОВЛЕНИЮ ПОЛИГРАФИЧЕСКОЙ ПРОДУКЦИИ,457000645,Изготовление газеты
"Обучение по программе профессиональной переподготовки ""UX/UI-дизайнер. Разработка веб-интерфейсов с использованием Figma 2.0""","['Вид обучения', 'Выдаваемый документ по окончании обучения', 'Наличие лицензии на право осуществления образовательной деятельности', 'Форма обучения', 'Вид продукции', 'Вид услуги', 'Вид образовательных, научных услуг', 'Виды профессионального образования по дополнительным профессиональным образовательным программам', 'Продолжительность обучения']",NULL,Профессиональная переподготовка,03.03.14.02,ПРОФЕССИОНАЛЬНАЯ ПЕРЕПОДГОТОВКА,NULL,NULL
Перманентный быстросохнущий маркер для маркировки BRADY BFS-10 brd335092 черный,"['Материал поверхности', 'Назначение', 'Тип маркера', 'Толщина линии письма', 'Форма наконечника', 'Цвет чернил']",NULL,Маркеры,01.15.04.02.04,МАРКЕРЫ,NULL,NULL
"Стяжка нейлоновая неоткрывающаяся Cabeus GTOUT-370, безгалогенная (halogen free), 370x3.6мм, черная  (100 шт)","['Безгалогенность', 'Длина', 'Количество в упаковке', 'Материал', 'Температура эксплуатации', 'Цвет', 'Ширина', 'Вид продукции', 'Виды товаров строительных', 'Виды материалов расходных инженерно-строительных', 'Виды металлов и металлоизделий', 'Виды метизов, крепежных изделий']",NULL,"Метизы, крепежные изделия прочие",01.11.03.01.01.99,"МЕТИЗЫ, КРЕПЕЖНЫЕ ИЗДЕЛИЯ ПРОЧИЕ",558694,"Саморез со сверлом 4,2х32, полусфера, цинк, с пресшайбой, 850шт/упак, упак"
Хомут-липучка черный 150х15 мм Hyperline WASN-150-BK-10,"['Длина', 'Количество в упаковке', 'Материал', 'Назначение', 'Тип', 'Фиксация', 'Цвет', 'Ширина', 'Вид продукции', 'Виды товаров строительных', 'Виды материалов расходных инженерно-строительных', 'Виды металлов и металлоизделий', 'Виды метизов, крепежных изделий']",NULL,"Метизы, крепежные изделия прочие",01.11.03.01.01.99,"МЕТИЗЫ, КРЕПЕЖНЫЕ ИЗДЕЛИЯ ПРОЧИЕ",558694,"Саморез со сверлом 4,2х32, полусфера, цинк, с пресшайбой, 850шт/упак, упак"
"Хомут для кабеля Hyperline WAS-210-GN, липучка с мягкой застежкой,210x14 мм, зеленый","['Длина', 'Материал', 'Назначение', 'Тип', 'Фиксация', 'Цвет', 'Ширина', 'Вид продукции', 'Виды товаров строительных', 'Виды материалов расходных инженерно-строительных', 'Виды металлов и металлоизделий', 'Виды метизов, крепежных изделий']",NULL,"Метизы, крепежные изделия прочие",01.11.03.01.01.99,"МЕТИЗЫ, КРЕПЕЖНЫЕ ИЗДЕЛИЯ ПРОЧИЕ",558694,"Саморез со сверлом 4,2х32, полусфера, цинк, с пресшайбой, 850шт/упак, упак"
"Hyperline GT-200IC Стяжка нейлоновая неоткрывающаяся, безгалогенная (halogen free), 200x3.6 мм, полиамид 6.6, -40°C - +85°C (100 шт)","['Длина', 'Количество в упаковке', 'Материал', 'Температура эксплуатации', 'Цвет', 'Ширина', 'Безгалогенность']",NULL,"Метизы, крепежные изделия прочие",01.11.03.01.01.99,"МЕТИЗЫ, КРЕПЕЖНЫЕ ИЗДЕЛИЯ ПРОЧИЕ",NULL,NULL
"Чистящие салфетки DEFENDER CLN30102, влажные, для ЖК и LCD мониторов, в тубе, 100 шт.","['Антибактериальный эффект', 'Количество  салфеток', 'Материал салфеток', 'Назначение', 'Наличие антистатического компонента', 'Плотность материала', 'Размер салфетки', 'Тип', 'Упаковка']",NULL,Средства чистящие для бытовой техники,01.20.04.01.09,СРЕДСТВА ЧИСТЯЩИЕ ДЛЯ БЫТОВОЙ ТЕХНИКИ,NULL,NULL
"Средство чистящее для техники Defender CLN 30805 Optima 0,4 л","['Вес', 'Объем', 'Состав', 'Срок годности']",NULL,Средства чистящие универсального назначения,01.20.04.01.13,СРЕДСТВА ЧИСТЯЩИЕ УНИВЕРСАЛЬНОГО НАЗНАЧЕНИЯ,NULL,NULL
"Пленка воздушно-пузырчатая 2-слойная, ширина 0,5 м, длина 20 м","['Длина', 'Пленка пищевая', 'Плотность', 'Тип пленки', 'Цвет пленки', 'Ширина', 'Вид продукции', 'Виды хозяйственных товаров', 'Вид принадлежностей и инвентаря бытового', 'Виды тары и упаковки бытовой', 'Количество слоев']",NULL,Пленка упаковочная,01.20.07.11.01,ПЛЕНКА УПАКОВОЧНАЯ,10549816,Пленка упаковочная воздушно-пузырчатая
"Клейкая лента упаковочная Unibob, 48мм*66м, 47мкм","['Длина намотки', 'Надпись на ленте', 'Толщина ленты', 'Упаковочная', 'Ширина клейкой ленты', 'Цвет', 'Вид товаров', 'Виды хозяйственных товаров', 'Вид принадлежностей и инвентаря бытового', 'Виды тары и упаковки бытовой']",NULL,Лента клейкая упаковочная,01.20.07.11.08,ЛЕНТА КЛЕЙКАЯ УПАКОВОЧНАЯ,NULL,NULL
"Салфетка для стекол, зеркал, оптики ОФИСМАГ, плотная микрофибра, 30х30 см, фиолетовая","['Применение', 'Количество в упаковке', 'Цвет', 'Длина', 'Упаковка', 'Вид материала', 'Вес изделия', 'Тип', 'Ширина']",90.61,"Салфетки, насадки для уборки, полотна технические, ветошь",01.20.03.04.05.02,"САЛФЕТКИ, НАСАДКИ ДЛЯ УБОРКИ, ПОЛОТНА ТЕХНИЧЕСКИЕ, ВЕТОШЬ",NULL,NULL
"Средство чистящее для пластика HGP 0,5 л","['Дозатор', 'Объем', 'Отдушка', 'Подходит для поверхностей', 'Профессиональное средство', 'Упаковка', 'Форма выпуска']",NULL,Средства чистящие универсального назначения,01.20.04.01.13,СРЕДСТВА ЧИСТЯЩИЕ УНИВЕРСАЛЬНОГО НАЗНАЧЕНИЯ,NULL,NULL
"Средство чистящее от скотча PRO-BRITE FORMULA X-5 0,3 л","['Дозатор', 'Объем', 'Отдушка', 'Упаковка', 'Форма выпуска', 'Эффект от использования']",576.29,Средства чистящие универсального назначения,01.20.04.01.13,СРЕДСТВА ЧИСТЯЩИЕ УНИВЕРСАЛЬНОГО НАЗНАЧЕНИЯ,NULL,NULL
Стрейч-пленка для ручной упаковки первичное сырье вес брутто 2 кг 20 мкм x 50 см x 217 м,"['Вес брутто :', 'Длина', 'Сырье', 'Толщина пленки', 'Цвет пленки', 'Ширина', 'Вид продукции', 'Виды хозяйственных товаров', 'Вид принадлежностей и инвентаря бытового', 'Виды тары и упаковки бытовой']",887.15,Пленка упаковочная,01.20.07.11.01,ПЛЕНКА УПАКОВОЧНАЯ,NULL,NULL
Салфетка хозяйственная микрофибра с ППУ покрытием 30x30 см зеленая,"['Вид материала', 'Размер', 'Тип салфетки', 'Цвет', 'Плотность', 'Вид товаров', 'Виды хозяйственных товаров', 'Вид салфеток и тряпок']",131.05,"Салфетки, насадки для уборки, полотна технические, ветошь",01.20.03.04.05.02,"САЛФЕТКИ, НАСАДКИ ДЛЯ УБОРКИ, ПОЛОТНА ТЕХНИЧЕСКИЕ, ВЕТОШЬ",NULL,NULL
"Создание презентационных материалов с помощью компьютерных программ «Графики, таблицы, много всего на слайде» посредством предоставления доступа к базе данных Бонни и слайд","['Возможность консультации пользователя', 'Доступ в личный кабинет', 'Информационное обеспечение', 'Место предоставления', 'Место предоставления доступа к информационному ресурсу']",NULL,Дополнительное обучение,03.03.14.05,ДОПОЛНИТЕЛЬНОЕ ОБУЧЕНИЕ,NULL,NULL
Оказание услуг по обучению в области создания презентационных материалов с помощью компьютерных программ «Убойные презентации» посредством предоставления доступа к базе данных «Бонни и слайд»,"['Возможность консультации пользователя', 'Доступ в личный кабинет', 'Информационное обеспечение', 'Место предоставления', 'Место предоставления доступа к информационному ресурсу']",NULL,Дополнительное обучение,03.03.14.05,ДОПОЛНИТЕЛЬНОЕ ОБУЧЕНИЕ,NULL,NULL
"Пакет С4 229х324х40, крафт, с расширением, силиконовая лента,130г 200шт/уп","['Боковое расширение', 'Единица измерения', 'Количество штук в упаковке', 'Материал', 'Наличие окна на конверте', 'Плотность/толщина материала:', 'Размер изделия', 'Расширение боковое', 'Способ заклеивания', 'Вид продукции', 'Вид товаров', 'Виды бумажной продукции', 'Вид конвертов и других изделий почтовых']",NULL,Конверты почтовые,01.15.08.01,КОНВЕРТЫ ПОЧТОВЫЕ,NULL,NULL
