Quarter,Category,Code,Name,Measure,Start Amount,Start Cost,Flow In Amount,Flow In Cost,Flow Out Amount,Flow Out Cost,End Amount,End Cost
20222,21.36,02-0000000017,Стул штабелируемый с пюпитром,ед,1.0,1682.89,,,,,1.0,1682.89
20222,21.36,02-0000000017,Стул штабелируемый с пюпитром,ед,1.0,1682.89,,,,,1.0,1682.89
20222,21.36,02-0000000017,Стул штабелируемый с пюпитром,ед,1.0,1682.89,,,,,1.0,1682.89
20222,21.36,02-0000000017,Стул штабелируемый с пюпитром,ед,1.0,1682.89,,,,,1.0,1682.89
20222,21.36,02-0000000017,Стул штабелируемый с пюпитром,ед,1.0,1682.89,,,,,1.0,1682.89
20222,21.36,02-0000000017,Стул штабелируемый с пюпитром,ед,1.0,1682.89,,,,,1.0,1682.89
20222,21.36,02-0000000017,Стул штабелируемый с пюпитром,ед,1.0,1682.89,,,,,1.0,1682.89
20222,21.36,02-0000000017,Стул штабелируемый с пюпитром,ед,1.0,1682.89,,,,,1.0,1682.89
20222,21.36,02-0000000017,Стул штабелируемый с пюпитром,ед,1.0,1682.89,,,,,1.0,1682.89
20222,21.36,02-0000000017,Стул штабелируемый с пюпитром,ед,1.0,1682.89,,,,,1.0,1682.89
20222,21.36,02-0000000017,Стул штабелируемый с пюпитром,ед,1.0,1682.89,,,,,1.0,1682.89
20222,21.36,02-0000000017,Стул штабелируемый с пюпитром,ед,1.0,1682.89,,,,,1.0,1682.89
20222,21.36,02-0000000017,Стул штабелируемый с пюпитром,ед,1.0,1682.89,,,,,1.0,1682.89
20222,21.36,02-0000000017,Стул штабелируемый с пюпитром,ед,1.0,1682.89,,,,,1.0,1682.89
20222,21.36,02-0000000017,Стул штабелируемый с пюпитром,ед,1.0,1682.89,,,,,1.0,1682.89
20222,21.36,02-0000000017,Стул штабелируемый с пюпитром,ед,1.0,1682.89,,,,,1.0,1682.89
20222,21.36,02-0000000017,Табурет-стремянка СД-207 (380х370х580 мм),ед,3.0,5769.99,,,,,3.0,5769.99
20222,21.36,02-0000000017,"Тележка деревянная,60х34х13,350кг",ед,1.0,2160.0,,,,,1.0,2160.0
20222,21.36,02-0000000017,"Тележка деревянная,60х34х13,350кг",ед,1.0,2160.0,,,,,1.0,2160.0
20222,21.36,02-0000000017,Термогигрометр TESTO 605-H1,ед,1.0,8968.0,,,,,1.0,8968.0
20222,21.36,02-0000000017,"Термопот SCARLETT SC-ET10D50, 3,3 л, 750 Вт, 1 температурный режим, 3 режима подачи воды, сталь, черный/серебристый",ед,1.0,2468.1,,,,,1.0,2468.1
20222,21.36,02-0000000017,"Термопот SCARLETT SC-ET10D50, 3,3 л, 750 Вт, 1 температурный режим, 3 режима подачи воды, сталь, черный/серебристый",ед,1.0,2468.1,,,,,1.0,2468.1
20222,21.36,02-0000000017,"Термопот SCARLETT SC-ET10D50, 3,3 л, 750 Вт, 1 температурный режим, 3 режима подачи воды, сталь, черный/серебристый",ед,1.0,2468.1,,,,,1.0,2468.1
20222,21.36,02-0000000017,"Тумба для оргтехники ИМАГО, 770х600х680 мм, белый, СКАЙЛЭНД",ед,2.0,8139.64,,,,,2.0,8139.64
20222,21.36,02-0000000017,Тумба мобильная,ед,4.0,22650.36,,,,,4.0,22650.36
20222,21.36,02-0000000017,Тумба мобильная,ед,60.0,361820.4,,,,,60.0,361820.4
20222,21.36,02-0000000017,Тумба мобильная,ед,45.0,253413.0,,,,,45.0,253413.0
20222,21.36,02-0000000017,Тумба мобильная,ед,112.0,598819.2,,,,,112.0,598819.2
20222,21.36,02-0000000017,Тумба мобильная,ед,15.0,99645.0,,,,,15.0,99645.0
20222,21.36,02-0000000017,Тумба мобильная,ед,30.0,163041.9,,,,,30.0,163041.9
20222,21.36,02-0000000017,Тумба мобильная,ед,170.0,923904.1,,,,,170.0,923904.1
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,"Тумба мобильная 43*47, дуб альпийский, Тандем",ед,0.0,0.0,1.0,7611.0,,,1.0,7611.0
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
20222,21.36,02-0000000017,Тумба мобильная для персонала,ед,1.0,8048.04,,,,,1.0,8048.04
